Kameroeners	Kameroener	NOU(comm,pl)	NOU
Kamerontbindingen	Kamerontbinding	NOU(comm,pl)	NOU
Kamerstukken	Kamerstuk	NOU(comm,pl)	NOU
Kameruitspraken	Kameruitspraak	NOU(comm,pl)	NOU
Kamerverkiezingen	Kamerverkiezing	NOU(comm,pl)	NOU
Kamerverslagen	Kamerverslag	NOU(comm,pl)	NOU
Kamervoorzitters	Kamervoorzitter	NOU(comm,pl)	NOU
Kamervragen	Kamervraag	NOU(comm,pl)	NOU
Kamerzetels	Kamerzetel	NOU(comm,pl)	NOU
Kamerzittingen	Kamerzitting	NOU(comm,pl)	NOU
Kanaalzwemmers	Kanaalzwemmer	NOU(comm,pl)	NOU
Karelromans	Karelroman	NOU(comm,pl)	NOU
Kazachen	Kazach	NOU(comm,pl)	NOU
Kazakken	Kazak	NOU(comm,pl)	NOU
Kelten	kelt	NOU(comm,pl)	NOU
Kempenaars	Kempenaar	NOU(comm,pl)	NOU
Kenianen	Keniaan	NOU(comm,pl)	NOU
Kenyanen	Kenyaan	NOU(comm,pl)	NOU
Keynesianen	keynesiaan	NOU(comm,pl)	NOU
Kirgiezen	Kirgies	NOU(comm,pl)	NOU
Kiribatiers	Kiribatiër	NOU(comm,pl)	NOU
Kiribatiërs	Kiribatiër	NOU(comm,pl)	NOU
Koerden	Koerd	NOU(comm,pl)	NOU
Koerdenleiders	Koerdenleider	NOU(comm,pl)	NOU
Koeweiters	Koeweiter	NOU(comm,pl)	NOU
Koeweiti's	Koeweiti	NOU(comm,pl)	NOU
Kongolezen	Kongolees	NOU(comm,pl)	NOU
Koninginnedagen	Koninginnedag	NOU(comm,pl)	NOU
Kretenzers	Kretenzer	NOU(comm,pl)	NOU
Kroaten	Kroaat	NOU(comm,pl)	NOU
L-kamers	L-kamer	NOU(comm,pl)	NOU
Lagerhuisleden	Lagerhuislid	NOU(comm,pl)	NOU
Laotianen	Laotiaan	NOU(comm,pl)	NOU
Laplanders	Laplander	NOU(comm,pl)	NOU
Lappen	Lap	NOU(comm,pl)	NOU
Latijnen	Latijnen	NOU(comm,pl)	NOU
Latino's	Latino	NOU(comm,pl)	NOU
Leeuwarders	Leeuwarder	NOU(comm,pl)	NOU
Lelystatters	Lelystatter	NOU(comm,pl)	NOU
Letlanders	Letlander	NOU(comm,pl)	NOU
Letten	Let	NOU(comm,pl)	NOU
Leuvenaars	Leuvenaar	NOU(comm,pl)	NOU
Leuvenaren	Leuvenaar	NOU(comm,pl)	NOU
Libanezen	Libanees	NOU(comm,pl)	NOU
Liberianen	Liberiaan	NOU(comm,pl)	NOU
Libiers	Libiër	NOU(comm,pl)	NOU
Libiërs	Libiër	NOU(comm,pl)	NOU
Liechtensteiners	Liechtensteiner	NOU(comm,pl)	NOU
Limburgers	Limburger	NOU(comm,pl)	NOU
Litouwers	Litouwer	NOU(comm,pl)	NOU
Lloyd's-leden	Lloyd's-lid	NOU(comm,pl)	NOU
Luikenaars	Luikenaar	NOU(comm,pl)	NOU
Luikenaren	Luikenaar	NOU(comm,pl)	NOU
Luxemburgers	Luxemburger	NOU(comm,pl)	NOU
ME'ers	ME'er	NOU(comm,pl)	NOU
MO-akten	mo-akte	NOU(comm,pl)	NOU
MO-aktes	mo-akte	NOU(comm,pl)	NOU
MX-raketten	MX-raket	NOU(comm,pl)	NOU
Maastrichtenaars	Maastrichtenaar	NOU(comm,pl)	NOU
Maastrichtenaren	Maastrichtenaar	NOU(comm,pl)	NOU
Macauers	Macauer	NOU(comm,pl)	NOU
Macedoniers	Macedoniër	NOU(comm,pl)	NOU
Macedoniërs	Macedoniër	NOU(comm,pl)	NOU
Mahdi's	Mahdi	NOU(comm,pl)	NOU
Malagassiers	Malagassiër	NOU(comm,pl)	NOU
Malagassiërs	Malagassiër	NOU(comm,pl)	NOU
Malawiers	Malawiër	NOU(comm,pl)	NOU
Malawiërs	Malawiër	NOU(comm,pl)	NOU
Maleiers	Maleier	NOU(comm,pl)	NOU
Maleisiers	Maleisiër	NOU(comm,pl)	NOU
Maleisiërs	Maleisiër	NOU(comm,pl)	NOU
Malinezen	Malinees	NOU(comm,pl)	NOU
Maltezen	Maltees	NOU(comm,pl)	NOU
Maltezers	Maltezer	NOU(comm,pl)	NOU
Mariabeelden	Mariabeeld	NOU(comm,pl)	NOU
Mariakapellen	Mariakapel	NOU(comm,pl)	NOU
Marialegenden	Marialegende	NOU(comm,pl)	NOU
Marialegendes	Marialegende	NOU(comm,pl)	NOU
Mariamaanden	Mariamaand	NOU(comm,pl)	NOU
